"OID20196","OID20101","OID20207","OID20162","OID20652","OID20715","OID20656","OID20668","OID20697","OID20610","OID20671","OID20666","OID20477","OID20675","OID20693","OID20762","OID20606","OID20574","OID20628","OID20591","OID20586","OID20719","OID20735","OID20611","OID20645","OID20631","OID20694","OID20696","OID20600","OID20655","OID20672","OID20473","OID20650","OID20661","OID20613","OID20624","OID20674","OID20523","OID20724","OID20712","OID20687","OID20621","OID20695","OID21042","OID21124","OID20976","OID20985","OID21030","OID21031","OID21018","OID20955","OID20995","OID20966","OID20953","OID21004","OID21414","OID21402","OID21466","OID21374","OID21375","OID21449","OID21411"
1.918234,6.629412,4.947788,3.607268,6.962307,2.847641,7.897854,6.280883,8.060812,3.750979,5.614849,5.800107,2.298619,4.493096,5.280523,3.36533,4.320285,5.166061,3.234851,1.897218,2.010983,4.988739,6.391773,6.645868,5.624956,6.72788,5.614652,3.201039,2.757368,6.444337,10.315655,1.875878,7.626608,4.18914,5.741553,5.300669,5.384411,5.731815,6.785901,4.619113,4.934625,3.470342,4.357634,5.444378,3.165585,4.485374,3.048752,4.109491,3.4654,6.054605,4.553939,5.04154,4.615714,3.804228,6.45127,4.268997,4.396458,8.551939,6.379322,2.629449,4.676627,2.214542
2.083566,5.277719,5.245214,3.583452,6.509751,2.726913,7.254201,6.085804,6.726413,3.385211,4.579051,5.592988,1.875008,3.809405,4.821564,3.354232,3.964323,4.484462,3.443846,1.838299,2.216025,4.38897,5.953077,6.937332,5.438178,5.923024,5.281363,3.02856,2.42278,6.217227,9.929101,1.640478,7.434644,4.000606,5.829865,5.2135,5.2766,4.047666,6.998941,4.627693,4.096972,3.432664,4.232419,5.004193,2.9495,4.197481,2.948345,3.042907,4.42831,5.879397,4.584307,4.725498,4.53108,3.417799,5.836851,4.12355,4.432766,7.851265,5.750337,2.858957,4.677955,2.556161
1.996599,5.303937,4.462683,3.42132,6.287631,2.440408,7.325159,6.056067,6.348656,3.129381,4.47099,5.111435,1.595239,3.675257,4.924358,3.012779,3.732724,4.910325,2.849905,1.69587,1.867854,4.103888,5.910059,6.505524,5.301859,6.135925,5.134575,2.84113,2.343519,6.090354,9.952779,1.520393,6.982836,3.779049,5.542589,5.021765,4.990793,3.664825,6.309707,4.48195,3.971005,3.04203,4.155061,4.570209,2.876683,3.859665,2.598039,3.087392,2.523783,5.745204,4.170472,4.53865,3.906605,3.396043,5.702364,3.931812,3.666311,7.700751,5.890695,2.300171,4.332998,1.888145
2.266977,6.586735,4.804727,3.979415,7.026415,3.495907,8.058672,6.574623,8.052542,3.983767,6.180907,5.908942,2.663592,4.792062,5.470217,3.647401,4.648196,5.320922,3.459366,2.024278,2.071003,5.104026,6.634522,6.810881,5.741871,6.957812,5.608917,3.466916,2.993952,6.608054,10.978544,2.113565,7.940719,4.163626,6.160729,5.405259,5.855928,5.390227,7.051492,4.611185,5.056436,3.818173,4.522589,5.397193,3.348467,4.731874,3.576648,4.008371,3.783561,6.575464,4.907742,5.491294,4.889401,3.748058,6.352396,4.461827,5.635711,8.547279,6.416533,3.081577,4.960256,3.124231
2.069232,6.338715,4.96806,3.632306,7.107393,3.006384,7.70724,6.160975,7.990361,3.593419,5.472708,5.43549,2.131339,4.094946,4.93857,3.558838,4.380847,4.674704,3.208585,1.969501,2.039192,4.877043,6.386914,6.848137,5.590591,7.001952,5.525989,3.008793,2.497351,6.259262,10.107174,1.923391,7.453534,4.060478,5.842972,5.141975,5.523433,5.841517,6.73999,4.590519,4.544362,3.321735,4.291811,5.6638,3.218325,4.321312,2.728933,3.57957,3.83082,5.977506,4.589303,4.950748,4.564039,3.749234,6.455524,4.258913,4.311477,8.835692,6.192279,2.662827,4.484044,1.947437
1.697723,6.98297,4.293744,4.571769,7.03725,3.07777,8.185407,6.262724,8.149431,3.886666,6.112999,5.210053,2.53493,4.934893,5.599516,3.15518,4.440928,5.689412,3.151085,1.891465,1.792893,4.842166,6.609137,6.329993,5.983182,7.140023,5.636086,3.236132,2.936295,6.424219,10.40467,1.873349,7.648758,3.947455,5.725159,5.129259,5.495421,5.885212,6.661969,4.456058,4.755136,3.548874,4.517688,5.319417,3.258327,4.438727,2.865177,4.034633,2.99968,5.825381,4.99574,5.102329,4.610639,4.153627,6.426343,4.705048,4.858756,8.263577,6.660848,3.165672,4.496544,2.787105
2.528699,6.486817,4.82202,4.083163,6.519655,3.327841,7.77475,6.742288,7.333587,3.957025,5.681478,5.868474,3.286639,4.734926,5.420104,3.538235,4.201839,4.921985,3.543838,1.927778,2.061787,4.70295,6.621191,6.784953,5.46692,6.707742,5.619368,3.690945,3.043407,6.89436,10.920302,2.203033,7.949693,4.099372,6.064429,5.360955,5.79897,4.905044,7.426288,4.424556,5.058173,3.817184,4.571521,4.897427,3.106145,4.632226,4.054009,3.698357,4.060299,6.611908,4.821393,5.798743,4.941584,3.505291,6.192465,4.393661,6.620769,8.130022,6.326065,3.122271,4.88221,3.646649
2.779836,5.361841,3.451148,3.085989,6.343321,3.290102,7.061587,6.411651,7.552744,3.316124,4.536008,5.807996,2.388401,4.30952,4.764971,3.455507,4.097686,4.455818,3.0893,1.876524,2.302765,4.684334,5.935958,7.078862,5.285072,6.354423,5.428059,3.174646,2.623628,5.933152,8.999555,1.718882,6.94988,3.957205,5.734662,5.202309,5.704757,4.705184,6.156835,4.5556,4.642441,3.152264,3.822805,5.101819,2.929057,4.576824,3.063558,3.305758,2.304882,6.199963,3.867851,5.089777,4.277774,3.361003,6.06424,3.815895,4.519091,8.705392,5.596591,1.994957,4.504903,2.320019
2.434282,5.258353,4.086174,3.201726,6.406209,3.154651,7.115928,6.261361,6.896479,3.248307,4.386254,5.760538,2.041781,3.899546,4.817188,3.445826,4.049522,4.391332,3.194611,1.869692,2.276678,4.524188,5.829864,7.073655,5.250051,6.359711,5.262973,3.10373,2.537322,5.975632,9.441306,1.70682,7.151639,3.88614,5.72632,5.35390300000001,5.507683,3.975653,6.376648,4.693735,4.330117,3.118781,3.992619,4.775396,2.964372,4.299208,2.99441,3.21716,2.861886,6.16955,4.005947,4.977891,4.198071,3.330596,5.719629,3.840973,4.722928,8.215492,5.687481,2.142568,4.677925,2.316999
1.887625,6.503663,5.122839,4.063661,6.856506,2.835464,7.77759599999999,6.237408,8.003727,3.723162,5.407172,5.362296,2.104,4.204109,5.18384,3.803835,4.286593,5.218578,3.522136,1.866415,1.879642,4.916764,6.317891,6.695736,5.737914,7.126717,5.54174,3.015423,2.64636,6.311633,10.740914,1.895822,7.874782,3.854994,6.134105,5.103345,5.470687,5.946239,7.555122,4.401695,4.8485,3.806326,4.460097,5.96105,3.204996,4.375588,2.622772,3.409438,4.674869,5.889629,5.148627,4.718837,5.002473,3.935552,6.471151,4.773611,4.578812,8.70354299999999,6.346964,3.609951,4.422785,2.192517
