"OID20196","OID20101","OID20207","OID20162","OID20652","OID20715","OID20656","OID20668","OID20697","OID20610","OID20671","OID20666","OID20477","OID20675","OID20693","OID20762","OID20606","OID20574","OID20628","OID20591","OID20586","OID20719","OID20735","OID20611","OID20645","OID20631","OID20694","OID20696","OID20600","OID20655","OID20672","OID20473","OID20650","OID20661","OID20613","OID20624","OID20674","OID20523","OID20724","OID20712","OID20687","OID20621","OID20695","OID21042","OID21124","OID20976","OID20985","OID21030","OID21031","OID21018","OID20955","OID20995","OID20966","OID20953","OID21004","OID21414","OID21402","OID21466","OID21374","OID21375","OID21449","OID21411"
1.96632,7.11376,4.71514,3.65762,7.06904,2.8515,9.25408,7.46346,7.29512,3.99702,5.1696,5.53466,2.62778,5.43206,5.2128,4.11492,3.96158,5.0949,3.10528,2.2559,2.41104,5.05494,7.21586,6.96054,5.06818,6.85792,5.1689,3.11504,3.06364,6.95566,11.80906,2.44922,8.03446,4.03562,5.72712,5.88966,5.51958,5.59318,6.98386,4.56912,5.52014,3.82182,4.22,5.0586,3.35002,4.1374,2.4666,6.77104,3.84132,6.36046,4.48428,4.56212,4.66216,3.84968,6.70506,4.16902,5.26076,8.50424,6.40554,2.67742,5.33354,1.50812
2.30522,4.51284,5.64026,3.7207,5.71564,1.98682,7.76458,6.03558,6.14272,3.7086,4.13048,4.24662,1.64332,4.37244,5.28144,3.68872,4.09184,4.29924,3.4939,1.82018,2.07654,5.28876,6.1984,6.81668,4.9751,6.17068,5.80794,3.5192,2.58914,7.40272,10.48134,1.91712,7.9149,3.29824,6.43846,5.3195,6.1503,3.52764,7.83096,4.63392,5.12728,4.17102,5.46492,5.12522,3.02528,4.68486,3.66162,4.13378,6.67226,4.82926,5.10938,3.72644,6.09056,3.03202,6.12358,5.41206,4.9042,8.34464,5.8469,4.18516,4.89088,1.68714
1.37758,6.02214,5.23258,3.94448,6.44092,3.23418,7.35634,7.06002,6.86426,5.9383,4.0399,4.73428,2.48556,5.03678,4.84084,3.15006,4.23226,5.42546,3.37198,1.70702,1.90552,4.0263,5.59594,6.89174,5.20398,6.98312,4.83892,3.08712,2.88784,6.89728,11.4329,1.12116,7.79968,5.38206,5.68666,5.26114,5.97976,5.71704,6.25174,4.10728,4.05062,3.23606,5.66464,4.64844,2.74952,4.15952,3.15172,2.46498,3.6337,5.2487,4.52984,6.12004,4.52118,4.14694,7.00786,4.2189,4.17796,8.11886,5.4699,2.65444,3.83898,1.92774
1.84128,6.67384,4.54494,2.67928,6.61722,2.8079,8.552,7.17918,6.02592,3.3083,5.55572,5.37462,2.58102,4.71068,5.34694,3.2818,4.21478,4.05142,3.54642,2.0852,2.25644,4.55064,7.67526,6.89622,4.91308,6.92292,5.21398,3.5726,2.95876,6.32342,11.68304,2.62304,7.0565,4.59208,5.7994,5.31882,5.37286,5.197,7.09634,4.3447,4.99388,3.66972,5.27242,3.9767,3.97764,4.51986,3.56944,4.40104,2.69508,7.31872,3.72874,6.02638,4.90008,3.45556,6.71278,3.68716,7.26186,6.89872,6.46346,1.34536,5.11282,3.49442
2.9173,6.02206,5.07538,2.72208,7.31978,4.14208,8.89266,6.151,7.84488,3.28748,5.92442,4.87006,2.07996,3.59444,4.90912,3.31434,4.75432,5.57938,3.39228,1.99008,2.07274,5.3335,6.90174,6.56844,4.87086,8.00968,6.17344,3.0222,2.82928,6.70704,11.29472,3.03012,7.5831,3.72546,6.83094,5.7541,6.17316,3.90824,6.09778,4.26208,5.25002,3.33774,3.21058,5.2667,2.95188,4.1221,2.31688,3.5188,3.87398,7.09548,3.6627,5.48482,4.41508,3.84578,5.39936,3.76056,5.187,7.7578,5.69618,2.15174,4.02784,2.69746
2.04362,7.34852,3.02008,4.2044,7.88736,4.02364,9.76776,6.70484,5.46674,4.05514,8.37234,4.90534,2.41044,4.83222,5.95854,3.14476,4.30528,4.72266,3.2383,1.44908,1.21748,4.95826,6.8595,6.41628,5.06002,7.76026,4.35738,3.97306,3.02686,6.18304,11.20808,1.89722,8.7225,4.55528,5.69776,5.36436,5.21554,3.68016,5.97488,4.33488,5.44072,3.09714,5.12256,3.11964,3.41564,3.97464,2.94816,3.84838,2.88306,6.71406,4.50376,5.91574,4.3393,4.35684,5.87518,4.60568,5.59254,6.8451,5.99774,3.86162,4.43746,1.47838
2.7972,7.16838,4.74664,4.75484,6.2977,4.20006,8.63786,6.4473,5.67178,4.12556,4.56486,4.70916,3.9327,4.76906,5.11336,3.24454,4.35242,4.44712,3.08978,1.27452,1.21534,4.14088,6.63214,5.87976,5.63038,6.12434,5.97286,4.19814,3.38768,7.31054,12.26254,1.71346,7.99406,4.13176,5.9912,5.7513,5.34252,4.848,7.62088,4.1989,4.01614,3.73112,6.42192,5.07082,2.9036,3.96468,4.2836,4.85342,3.87374,6.54448,4.74698,5.7222,5.48266,4.01472,6.08002,4.33684,5.38088,7.22942,6.45022,3.0668,4.55602,4.23714
2.64474,6.7053,3.20588,3.05306,6.62018,4.11378,7.32078,6.60742,7.0105,4.12106,4.09014,5.31076,2.31752,4.10692,4.84506,4.17408,4.1785,3.8828,3.60038,1.64764,2.97934,4.34878,6.08726,6.71396,5.46452,8.26038,5.62534,3.29278,3.2639,6.26372,7.68836,2.20814,7.07762,3.57904,6.47844,5.79014,5.10326,4.87608,6.12158,4.39394,4.25674,2.95816,4.4055,5.5079,2.97026,3.99868,3.52594,3.54106,1.70132,6.372,3.81902,4.90906,4.54124,2.99436,6.84268,3.53944,4.26288,8.06046,5.336,2.21392,4.12804,3.30978
2.13838,5.71096,4.11626,3.18366,5.693,2.6271,7.0478,7.22452,5.87356,3.72414,4.82718,5.57204,1.58654,3.06186,4.6979,3.67046,3.95978,3.19808,3.31604,2.03862,2.11656,4.10428,5.92106,6.27928,5.4956,6.74898,4.92348,3.1897,2.26396,6.63032,7.74956,2.4223,7.35466,4.21622,6.3227,5.4343,5.5861,3.29642,6.20056,4.51328,4.43368,2.83892,4.41882,3.6434,2.77286,4.14834,3.73282,3.37078,3.2773,7.01358,3.9895,4.98716,4.18792,2.71034,7.59528,3.88202,8.34914,7.50386,5.93992,2.02896,4.80628,3.66334
2.5868,7.86276,4.76074,4.1836,7.71606,2.88146,10.52908,6.42966,7.76624,4.15492,8.66126,5.2172,3.13156,3.37012,5.432,4.20164,3.66712,6.91056,3.3819,1.8398,1.98542,6.04382,6.64356,5.9862,6.22376,8.40378,6.0858,3.585,2.81736,5.9501,10.80292,1.35948,8.4886,4.27532,6.32046,6.25126,5.45822,6.99716,7.87726,4.18958,5.54476,3.91752,5.37496,5.69692,3.9943,4.44664,2.9422,5.0752,5.43466,6.24682,5.71296,4.00596,6.16674,4.71442,6.63172,5.9638,4.73452,9.95888,6.31136,4.95964,4.11274,1.81074
